id,slug,name_en,name_bn,alternate_names,water_body_type,water_body_subtype,division,district,upazila,latitude,longitude,area_monsoon_sqkm,area_dry_sqkm,length_km_bd,length_km_total,avg_width_m,max_depth_m,mean_discharge_m3s,water_volume_est,hydrological_origin,outfall_to,basin_name,river_system,flow_regime,seasonality,transboundary_flag,transboundary_countries,divisions_traversed,districts_traversed,bwdb_gauging_stations,ramsar_site,protected_status,ecological_importance,major_species,fish_breeding_importance,flood_importance,irrigation_importance,navigation_importance,hydropower_importance,drinking_water_importance,pollution_status,major_threats,banglapedia_match_name,banglapedia_length_km,banglapedia_area_covered_old_districts,banglapedia_source,wikidata_id,wikipedia_url,osm_relation_id,primary_source,source_urls,source_count,data_confidence,last_verified_at,summary,notes
BD-WB-0075,ganges-padma,Ganges (Padma),গঙ্গা (পদ্মা),,River,River (Perennial),,Kushtia; Manikganj; Munshiganj; Nawabganj; Pabna; Rajbari; Rajshahi; Shariatpur,Mirpur; Harirampur; Lohajang; Sreenagar; Shibganj; Ishwardi; Goalandaghat; Pangsha; Rajbari Sadar; Boalia; Charghat; Naria,,,,,378,,,,,,"Gangotri Glacier, India",Meghna River at Chandpur,,,Perennial,,true,Himalayas / India,,Rajshahi; Pabna; Kushtia; Rajbari; Manikganj; Dhaka; Munshiganj; Shariatpur; Chandpur,SW91 (Talbaria); SW92.3L (Kadamtola); SW91.9L (Baruria Transit); SW93.5L (Mawa); SW94 (Tarpasa); SW93.4L (Bhagyakul); SW88A (Panka); SW90 (Hardinge Bridge); SW91.9R (Goalundo Transi); SW91.1 (Sengram); SW91.7R (Urakanda); SW91.2 (Mohendrapur); SW88 (Rajshahi); SW89 (Sardah); SW95 (Sureswar),,,,,,,,,,,,,"Ganges-Padma (Ganges 258, Padma 120)",378,"Rajshahi (145), Pabna (98), Dhaka and Faridpur (135)",https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0076,ichamati-rangamati,Ichamati (Rangamati),ইছামতী (রাঙ্গামাটি),,River,River (Perennial),,Chattogram,Rangunia,,,,,37,,32,,,,"Hilly region in Kawkhali, Rangamati",Karnafuli River,,,Perennial,,false,,,Rangamati; Chattogram,SW124 (Thandachari); SW125 (Outfall Karnafuli(Rangunia)),,,,,,,,,,,,,Ichamati River (Chittagong),37,Chittagong,,,,,,,,,,,
BD-WB-0077,juri,Juri,জুড়ী,,River,River (Perennial),,Moulvibazar,Juri; Moulvibazar Sadar,,,,,56,,53,,,,"Northeastern hills of Tripura, India",Kushiyara River,,,Perennial,,true,Tripura; India,,Moulvibazar; Sylhet,SW135A (JuriCont_Silghat); SW135 (Juri_Silghat),,,,,,,,,,,,,Juri River,56,Sylhet,,,,,,,,,,,
BD-WB-0078,karnafuli,Karnafuli,কর্ণফুলী,,River,River (Perennial),,Chattogram; Rangamati,Chittagong Sadar; Barkal,,,,,161,,453,,,,"Tuilianpui/Sazal Lui River, Barkal, Rangamati",Bay of Bengal,,,Perennial,,false,,,Rangamati; Chattogram,SW152.2 (Kalurghat); SW153 (Chittagong); SW152.5 (Baraharina),,,,,,,,,,,,,Karnafuli,180,"Chittagong HT, Chittagong",https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0079,katakhali,Katakhali,কাটাখালি,,River,River (Perennial),,Gaibandha,Gobindaganj,,,,,28,,175,,,,"Karatoya-Nilphamari River in Gobindaganj, Gaibandha",Bangali River,,,Perennial,,false,,,Gaibandha,SW155 (Mohimaganj Railway Crossi),,,,,,,,,,,,,Katakhali River,28,Bogra,,,,,,,,,,,
BD-WB-0080,kobadak,Kobadak,কপোতাক্ষ,,River,River (Perennial),,Chuadanga; Jessore; Khulna; Satkhira,Jjbannagar; Chaugachha; Jhikargachha; Koyra; Paikgachha; Tala,,,,,260,,,,,,"Bhairab River near Chaugachha, Jashore",Arpangachhia River / Sundarbans,,,Perennial,,false,,,Chuadanga; Jashore; Satkhira; Khulna,SW160 (Andulbaria); SW161 (Tahirpur); SW162 (Jhikargacha); SW165 (Kobadak Forest Office); SW164 (Chandkhali); SW163 (Tala Magura),,,,,,,,,,,,,Kobadak,260,Jessore (80) Khulna (180),https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0081,korangi,Korangi,কোরাঙ্গী,,River,River (Perennial),,Habiganj,Bahubal,,,,,58,,35,,,,"Hilly region in Chunarughat, Habiganj",Bijna-Guinggajuri River,,,Perennial,,false,,,Habiganj,SW138 (Sofiabad),,,,,,,,,,,,,Korangi River,23,Sylhet,,,,,,,,,,,
BD-WB-0082,lohalia,Lohalia,লোহালিয়া,,River,River (Perennial),,Barisal,Bakerganj,,,,,93,,325,,,,"Nehalganj-Rangmatia River in Bakerganj, Barisal",Bay of Bengal,,,Perennial,,false,,,Barisal; Patuakhali,SW183 (Kaitpara),,,,,,,,,,,,,Lohalia River,48,Barisal; Patuakhali,,,,,,,,,,,
BD-WB-0083,pathraj,Pathraj,পাথরাজ,,River,River (Perennial),,Panchagarh,Boda,,,,,,,,,,,India,,,,Perennial,,false,,,Panchagarh; Dinajpur,SW232 (Phulbari_Outfall),,,,,,,,,,,,,Pathraj River,45,Dinajpur,,,,,,,,,,,
BD-WB-0084,salda,Salda,সালদা,,River,River (Perennial),,Cumilla,Brahmanpara,,,,,23,,37,,,,"India near Kasba, Brahmanbaria",Buri River,,,Perennial,,false,Tripura Hills; India,,Brahmanbaria; Cumilla,SW339 (Salda Rly Bridg),,,,,,,,,,,,,Salda River,31,Brahmanbaria,SW258 (Mandi),,,,Banglapedia,SW258 (Mandi),1,,,,
BD-WB-0085,sari-gowain,Sari Gowain,,,River,River (Perennial),,Sylhet,Gowainghat; Jaintiapur; Sylhet Sadar,,,,,56,,190,8,190,,"Jaintia Hills, Meghalaya, India",Surma River,,,Perennial,,true,,,Sylhet,SW252 (Gowainghat); SW251 (Sarighat); SW252.1 (Salutikar),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0086,selonia,Selonia,,,River,River (Perennial),,Feni,Chhagalnaiya; Parshuram,,,,,61,,62,,,,"India near Parshuram, Feni",Feni River,,,Perennial,,true,,,Feni,SW257 (Malipur_C); SW257.5 (Suber Bazar),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0087,sonai,Sonai,,,River,River (Perennial),,Habiganj,Madhabpur,,,,,30,,41,,,,"India near Madhabpur, Habiganj",Titas River,,,Perennial,,true,,,Habiganj; Brahmanbaria,SW264A (Montala),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0088,talma,Talma,,,River,River (Perennial),,Panchagarh,Panchagarh Sadar,,,,,28,,60,,,,"India near Panchagarh Sadar, Panchagarh",Karatoya River,,,Perennial,,true,,,Panchagarh,SW283 (Molani); SW282 (Bhitargar),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0089,bakkhali,Bakkhali,বাঁকখালী,,River,Coastal River,,,,,,,,67,,80-250,7,140,,Chittagong Hill Tracts,Moheshkhali Channel / Bay of Bengal,,,,,false,,Chattogram,Bandarban / Cox's Bazar,SW20 (Cox's Bazar),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0090,feni,Feni,ফেনী,,River,Coastal River,,,,,,,,116,,100-500,10,250,,Tripura Hills (India),Bay of Bengal,,,,,true,,Chattogram,Feni / Chattogram,SW108 (Ramgarh),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0091,karnaphuli,Karnaphuli,কর্ণফুলী,,River,Coastal River,,,,,,,,180,,300-800,25,850,,Lushai Hills (Mizoram),Bay of Bengal (Patenga),,,,,true,,Chattogram,Rangamati / Chattogram,"SW119 (Kalurghat), SW120 (Chittagong Sadar)",,,,,,,,,,,,,Karnafuli,180,"Chittagong HT, Chittagong",https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0092,matamuhuri,Matamuhuri,মাতামুহুরী,,River,Coastal River,,,,,,,,148,,100-350,12,300,,Mowdok Range (Bandarban),Bay of Bengal,,,,,false,,Chattogram,Bandarban / Cox's Bazar,"SW203 (Lama), SW204 (Chiringa)",,,,,,,,,,,,,Matamuhuri,287,Chittagong HT and Chittagong,https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0093,muhuri,Muhuri,মুহুরী,,River,Coastal River,,,,,,,,62,,80-300,8,180,,Tripura Hills (India),Feni River / Bay of Bengal,,,,,true,,Chattogram,Feni,SW213 (Parshuram),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0094,sangu,Sangu,সাঙ্গু,,River,Coastal River,,,,,,,,173,,150-400,15,450,,North Arakan Hills (Myanmar),Bay of Bengal,,,,,true,,Chattogram,Bandarban / Chattogram,"SW247 (Bandarban), SW248 (Dohazari)",,,,,,,,,,,,,Sangu,173,"Chittagong (80), Chittagong Hill Tracts (93)",https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0095,baleshwar,Baleshwar,বলেশ্বর,,River,Estuarine River,,,,,,,,146,,600-2500,22,3100,,Madhumati River continuation,Pasur River / Bay of Bengal,,,,,false,,Barishal / Khulna,Pirojpur / Barguna / Bagerhat,SW13 (Pirojpur),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0096,bishkhali,Bishkhali,বিষখালী,,River,Estuarine River,,,,,,,,96,,500-2000,20,2400,,Lower Meghna network,Bay of Bengal,,,,,false,,Barishal,Jhalokathi / Barguna,SW38.1 (Barguna),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0097,kirtankhola,Kirtankhola,কীর্তনখোলা,,River,Estuarine River,,,,,,,,16,,300-800,18,1100,,Arial Khan Off-take,Gajalia / Sugandha / Bay of Bengal,,,,,false,,Barishal,Barishal,SW18 (Barisal Sadar),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0098,payra-burishwar,Payra (Burishwar),পায়রা,,River,Estuarine River,,,,,,,,90,,800-3000,25,3800,,Barishal network,Bay of Bengal,,,,,false,,Barishal,Patuakhali / Barguna,SW221 (Amatali),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0099,rupsa-pasur,Rupsa-Pasur,রূপসা-পশুর,,River,Estuarine River,,,,,,,,140,,500-3000,30,4500,,Gorai-Madhumati Network,Bay of Bengal (Sundarbans),,,,,false,,Khulna,Khulna / Bagerhat,"SW241 (Khulna), SW244 (Mongla Port)",,,,,,,,,,,,,Rupsa-Pasur,141,Khulna (141),https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0100,naf,Naf,নাফ,,River,Estuarine / Boundary River,,,,,,,,62,,800-1600,12,800,,Arakan Mountains (Myanmar),Bay of Bengal,,,,,true,,Chattogram,Cox's Bazar,SW215 (Teknaf),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0101,balu,Balu,বালু,,River,Urban River,,,,,,,,44,,40-100,6,85,,Greater Gazipur wetlands,Shitalakshya River,,,,,false,,Dhaka,Gazipur / Dhaka / Narayanganj,SW16 (Demra),,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0102,teesta,Teesta,তিস্তা,,River,Major Tributary,,,,,,,,115,,300-2000,10,800,,Pahunri Glacier (Sikkim),Jamuna River (at Chilmari),,,,,true,,Rangpur,Nilphamari / Lalmonirhat / Rangpur / Kurigram,"SW291 (Dalia Barrage), SW293 (Kaunia)",,,,,,,,,,,,,Tista,115,Rangpur (115),https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0103,jamuna,Jamuna,যমুনা,,River,Major River,,,,,,,,205,,3000-12000,40,20000,,Yarlung Tsangpo (Tibet),Padma River (at Goalando),,,,,true,,Rangpur / Rajshahi / Dhaka,Kurigram / Gaibandha / Bogura / Sirajganj / Tangail / Manikganj,"SW46.5 (Bahadurabad), SW49 (Sirajganj)",,,,,,,,,,,,,Brahmaputra-Jamuna (Jamuna 207),276,Rangpur (140) Pabna (136),https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0104,meghna-upper-lower,Meghna (Upper & Lower),মেঘনা,,River,Major River,,,,,,,,264,,1000-11000,45,35000,,Barak River (Assam/Manipur),Bay of Bengal,,,,,true,,Sylhet / Dhaka / Chattogram / Barishal,Kishoreganj / Brahmanbaria / Narsingdi / Narayanganj / Munshiganj / Chandpur / Lakshmipur / Bhola,"SW275.5 (Meghna Bridge), SW277 (Chandpur), SW278 (Daulatkhan)",,,,,,,,,,,,,,,,,,,,,,,,,,
BD-WB-0105,padma,Padma,পদ্মা,,River,Major River,,,,,,,,120,,4000-10000,35,30000,,Gangotri Glacier (Himalayas),Meghna River (at Chandpur),,,,,true,,Rajshahi / Dhaka / Khulna,Chapainawabganj / Rajshahi / Pabna / Kushtia / Rajbari / Dhaka / Munshiganj / Shariatpur,"SW91.5 (Hardinge Bridge), SW93.5 (Goalundo)",,,,,,,,,,,,,"Ganges-Padma (Ganges 258, Padma 120)",378,"Rajshahi (145), Pabna (98), Dhaka and Faridpur (135)",https://en.banglapedia.org/index.php/River,,,,Banglapedia,https://en.banglapedia.org/index.php/River,1,,,,
BD-WB-0106,madhumati,Madhumati,মধুমতী,Gorai-Madhumati (lower course),River,Major Distributary,,,,,,,,,,,,,,Gorai River; river is known as Madhumati from the Mohammadpur area of Magura,Baleshwar River / coastal delta system,,,Perennial,,false,,Khulna / Dhaka,Magura / Narail / Gopalganj / Bagerhat,,,,,,,,,,,,,,Gorai-Madhumati-Baleshwar,371,"Kushtia (37), Faridpur (71), Jessore (92), Khulna (104), Barisal (67)",https://en.banglapedia.org/index.php/Gorai-Madhumati_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Gorai-Madhumati_River,2,high,2026-08-30,,"Banglapedia's 371 km figure is for the combined Gorai-Madhumati-Baleshwar system, not Madhumati alone."
BD-WB-0107,baral,Baral,বড়াল,,River,Distributary,,,,,,,,147,,125,,,,"Ganges/Padma off-take at Charghat, Rajshahi",Hurasagar River after joining the Karatoya,,,Seasonal,,false,,Rajshahi,Rajshahi / Natore / Pabna,,,,,,,,,,,,,,Baral,147,,https://en.banglapedia.org/index.php/Baral_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Baral_River,2,high,2026-08-30,,
BD-WB-0108,gumti,Gumti,গোমতী,Gomti,River,Transboundary River,,Cumilla,,,,,,135,,,,,,"Dumur, northeastern hills of Tripura, India","Meghna River at Shapta, Daudkandi",,,Seasonal,,true,India,Chattogram,Cumilla,,,,,,,,,,,,,,Gumti,135,,https://en.banglapedia.org/index.php/Gumti_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Gumti_River,2,high,2026-08-30,,
BD-WB-0109,dhanu,Dhanu,ধনু,Dhanu-Baulai-Ghorautra system,River,Major Haor River,,,,,,,,,,,,,,Baulai river system,Ghorautra / Meghna river network,,,Perennial,,false,,Sylhet / Mymensingh / Dhaka,Sunamganj / Netrokona / Kishoreganj,,,,,,,,,,,,,,Dhanu-Baulai-Ghorautra,235,,https://en.banglapedia.org/index.php/River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/River,2,medium,2026-08-30,,Banglapedia's 235 km value is for the combined Dhanu-Baulai-Ghorautra system.
BD-WB-0110,kalni,Kalni,কালনী,,River,Haor / Meghna Network River,,,,,,,,,,,,,,,,,,Perennial,,false,,Sylhet / Dhaka,Sunamganj / Kishoreganj,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0111,tentulia,Tentulia,তেঁতুলিয়া,Tetulia,River,Lower Meghna Distributary / Estuarine River,,,,,,,,84,,6000,,,,Lower Meghna north of Bhola,Bay of Bengal; lower course continues as Buragouranga,,,Perennial,,false,,Barishal,Bhola / Patuakhali,,,,,,,,,,,,,,Tentulia,84,,https://en.banglapedia.org/index.php/Tentulia_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Tentulia_River,2,high,2026-08-30,,
BD-WB-0112,kumar,Kumar,কুমার,,River,Distributary,,,,,,,,144,,,,,,"Mathabhanga River at Hatboalia, Chuadanga",Nabaganga River near Magura,,,Seasonal,,false,,Khulna / Dhaka,Chuadanga / Jhenaidah / Magura / Faridpur,,,,,,,,,,,,,,Kumar,162,Jessore / Faridpur,https://en.banglapedia.org/index.php/Kumar_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Kumar_River|https://en.banglapedia.org/index.php/River,3,medium,2026-08-30,,Banglapedia article gives about 144 km; its major-rivers table lists 162 km.
BD-WB-0113,ichamati-kalindi,Ichamati-Kalindi,ইছামতী-কালিন্দী,Ichamati | Kalindi,River,Transboundary / Boundary River,,,,,,,,,,,,,,Mathabhanga-Ganges deltaic network,Raymangal River / Bay of Bengal,,,Perennial,,true,India,Khulna,Chuadanga / Jhenaidah / Jashore / Satkhira,,,,,,,,,,,,,,Ichamati / Kalindi-Jamuna,,,https://en.banglapedia.org/index.php/Ichamati_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Ichamati_River|https://en.banglapedia.org/index.php/Kalindi-Jamuna_River,3,high,2026-08-30,,
BD-WB-0114,raimangal,Raimangal,রায়মঙ্গল,Raymangal,River,Estuarine / Boundary River,,,,,,,,,,,,,,Ichamati-Kalindi system in the Sundarbans,Bay of Bengal,,,Perennial,,true,India,Khulna,Satkhira,,,,,,,,,,,,,,Raymangal,,,https://en.banglapedia.org/index.php/Raymangal_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Raymangal_River,2,high,2026-08-30,,
BD-WB-0115,pashur,Pashur,পশুর,Pasur,River,Estuarine River,,,,,,,,,,,,,,,Bay of Bengal through the Sundarbans,,,Perennial,,false,,Khulna,Khulna / Bagerhat,,,,,,,,,,,,,,Rupsa-Pasur,141,Khulna (141),https://en.banglapedia.org/index.php/River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/River,2,medium,2026-08-30,,Banglapedia's 141 km figure is for the combined Rupsa-Pasur system.
BD-WB-0116,andhar-manik,Andhar Manik,আন্ধারমানিক,Andharmanik,River,Coastal River,,Patuakhali,,,,,,,,,,,,,,,,Perennial,,false,,Barishal,Patuakhali,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0117,betna,Betna,বেতনা,Betna-Kodalia | Betna-Kholpetua,River,Tidal / Transboundary River,,,,,,,,192,,125,,,,Northeastern Jashore region,Kobadak / Marichap-Kholpetua network,,,Seasonal,,true,India,Khulna,Jashore / Satkhira / Khulna,,,,,,,,,,,,,,Betna-Kholpotua,191,Jessore (103) Khulna (88),https://en.banglapedia.org/index.php/Betna_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Betna_River|https://en.banglapedia.org/index.php/River,3,medium,2026-08-30,,Banglapedia article gives about 192 km; major-rivers table lists 191 km for Betna-Kholpotua.
BD-WB-0118,ghaghat,Ghaghat,ঘাঘট,,River,Distributary,,,,,,,,236,,,,,,"Former Teesta distributary at Jaldhaka, Nilphamari",Brahmaputra north of Fulchhari Ghat,,,Perennial,,false,,Rangpur,Nilphamari / Rangpur / Gaibandha,,,,,,,,,,,,,,Ghaghat,236,Rangpur (236),https://en.banglapedia.org/index.php/Ghaghat_River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/Ghaghat_River|https://en.banglapedia.org/index.php/River,3,high,2026-08-30,,
BD-WB-0119,chandana-barasia,Chandana-Barasia,চন্দনা-বারাসিয়া,Chandana | Chandana-Arkandi,River,Distributary,,,,,,,,100,,,,,,"Padma off-take at Dahuka, Pangsha, Rajbari",Gorai-Madhumati north of Bhatia Bazar,,,,,false,,Dhaka / Khulna,Rajbari / Faridpur / Gopalganj,,,,,,,,,,,,,,Chandana,,,https://en.banglapedia.org/index.php/Chandana_River,,,,Banglapedia,https://en.banglapedia.org/index.php/Chandana_River,1,medium,2026-08-30,,Approx. 100 km derived from the course segments described by Banglapedia.
BD-WB-0120,little-feni,Little Feni,ছোট ফেনী,,River,Transboundary River,,,,,,,,,,,,,,"Tripura Hills, India",Bamni River near the northeastern Sandwip Channel,,,,,true,India,Chattogram,Cumilla / Noakhali,,,,,,,,,,,,,,Little Feni-Dakatia,195,Noakhali (95) Comilla (100),https://en.banglapedia.org/index.php/Little_Feni_River,,,,Banglapedia,https://en.banglapedia.org/index.php/Little_Feni_River|https://en.banglapedia.org/index.php/River,2,medium,2026-08-30,,Banglapedia's 195 km value is for the combined Little Feni-Dakatia system.
BD-WB-0121,kacha,Kacha,কচা,,River,Coastal / Tidal River,,,,,,,,,,,,,,,,,,Perennial,,false,,Barishal,Pirojpur,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0122,sandhya,Sandhya,সন্ধ্যা,,River,Southern Delta River,,,,,,,,,,,,,,,,,,Perennial,,false,,Barishal,Barishal / Pirojpur,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0123,panguchi,Panguchi,পানগুছি,,River,Tidal River,,,,,,,,,,,,,,,,,,Seasonal,,false,,Khulna,Bagerhat,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0124,rabnabad,Rabnabad,রাবনাবাদ,Ramnabad,River,Estuarine River,,,,,,,,,,,,,,,,,,Perennial,,false,,Barishal,Patuakhali,,,,,,,,,,,,,,,,,,,,,BWDB,https://en.bwdb.gov.bd/rivers-information,1,high,2026-08-30,,
BD-WB-0125,bhogai-kangsha,Bhogai-Kangsha,ভোগাই-কংস,Bhogai | Kangsha | Bhogai-Kangsa,River,Transboundary River System,,,,,,,,,,,,,,"Garo Hills / Meghalaya, India",Dhanu / Meghna river network,,,Perennial,,true,India,Mymensingh,Sherpur / Netrokona,,,,,,,,,,,,,,Bhogai-Kangsa,225,Mymensingh (225),https://en.banglapedia.org/index.php/River,,,,BWDB | Banglapedia,https://en.bwdb.gov.bd/rivers-information|https://en.banglapedia.org/index.php/River,2,high,2026-08-30,,Overlaps conceptually with existing Kangsha row; retain only if the dataset models named river systems separately.
